industry,name,quoteType,sector,symbol
REIT—Industrial,Innovative Industrial Propertie,EQUITY,Real Estate,IIPR
Electronic Components,Vicor Corporation,EQUITY,Technology,VICR
Semiconductors,EMCORE Corporation,EQUITY,Technology,EMKR
Oil & Gas E&P,U.S. Energy Corp.,EQUITY,Energy,USEG
Biotechnology,"Arena Pharmaceuticals, Inc.",EQUITY,Healthcare,ARNA
Advertising Agencies,"Inuvo, Inc.",EQUITY,Communication Services,INUV
Residential Construction,Taylor Morrison Home Corporatio,EQUITY,Consumer Cyclical,TMHC
Packaged Foods,"Beyond Meat, Inc.",EQUITY,Consumer Defensive,BYND
Software—Application,DiDi Global Inc.,EQUITY,Technology,DIDI
Specialty Industrial Machinery,"Berkshire Grey, Inc.",EQUITY,Industrials,BGRY
Medical Devices,NANO-X IMAGING LTD,EQUITY,Healthcare,NNOX
Utilities—Renewable,Eco Wave Power Global AB (publ),EQUITY,Utilities,WAVE
Information Technology Services,Clarivate Plc,EQUITY,Technology,CLVT
Biotechnology,Adaptive Biotechnologies Corpor,EQUITY,Healthcare,ADPT
Utilities—Regulated Water,Consolidated Water Co. Ltd.,EQUITY,Utilities,CWCO
Biotechnology,"Adagio Therapeutics, Inc.",EQUITY,Healthcare,ADGI
Internet Content & Information,Snap Inc.,EQUITY,Communication Services,SNAP
Biotechnology,"Sana Biotechnology, Inc.",EQUITY,Healthcare,SANA
Lodging,Sonder Holdings Inc.,EQUITY,Consumer Cyclical,SOND
Information Technology Services,"WaveDancer, Inc.",EQUITY,Technology,WAVD
Oil & Gas Midstream,GasLog Partners LP,EQUITY,Energy,GLOP
Software—Infrastructure,Payoneer Global Inc.,EQUITY,Technology,PAYO
Semiconductor Equipment & Materials,"Photronics, Inc.",EQUITY,Technology,PLAB
Specialty Retail,"O'Reilly Automotive, Inc.",EQUITY,Consumer Cyclical,ORLY
Integrated Freight & Logistics,Singularity Future Technology L,EQUITY,Industrials,SGLY
Communication Equipment,"Sonim Technologies, Inc.",EQUITY,Technology,SONM
Biotechnology,"Matinas Biopharma Holdings, Inc",EQUITY,Healthcare,MTNB
Asset Management,Horizon Technology Finance Corp,EQUITY,Financial Services,HRZN
,GOLDEN MATRIX GROUP INC,EQUITY,,GMGI
Biotechnology,"Immix Biopharma, Inc.",EQUITY,Healthcare,IMMX
Drug Manufacturers—Specialty & Generic,UNRIVALED BRANDS I,EQUITY,Healthcare,UNRV
Software—Infrastructure,"Okta, Inc.",EQUITY,Technology,OKTA
Information Technology Services,BIT Mining Limited,EQUITY,Technology,BTCM
Medical Devices,"Bluejay Diagnostics, Inc.",EQUITY,Healthcare,BJDX
Oil & Gas Midstream,Hess Midstream LP,EQUITY,Energy,HESM
Asset Management,BlackRock TCP Capital Corp.,EQUITY,Financial Services,TCPC
Biotechnology,Absci Corporation,EQUITY,Healthcare,ABSI
Semiconductor Equipment & Materials,Aehr Test Systems,EQUITY,Technology,AEHR
Medical Devices,"Tandem Diabetes Care, Inc.",EQUITY,Healthcare,TNDM
Banks—Regional,People's,EQUITY,Financial Services,PBCT
Biotechnology,Evogene Ltd.,EQUITY,Healthcare,EVGN
Travel Services,"Despegar.com, Corp.",EQUITY,Consumer Cyclical,DESP
Drug Manufacturers—Specialty & Generic,Viatris Inc.,EQUITY,Healthcare,VTRS
Other Precious Metals & Mining,Gold Royalty Corp.,EQUITY,Basic Materials,GROY
Software—Application,"SilverSun Technologies, Inc.",EQUITY,Technology,SSNT
Oil & Gas Midstream,"International Seaways, Inc.",EQUITY,Energy,INSW
Software—Application,Auddia Inc.,EQUITY,Technology,AUUD
"Furnishings, Fixtures & Appliances",Weber Inc.,EQUITY,Consumer Cyclical,WEBR
Biotechnology,SciSparc Ltd.,EQUITY,Healthcare,SPRC
Marine Shipping,Capital Product Partners L.P.,EQUITY,Industrials,CPLP
Health Information Services,"Signify Health, Inc.",EQUITY,Healthcare,SGFY
Software—Infrastructure,"Fast Radius, Inc.",EQUITY,Technology,FSRD
Biotechnology,Corbus Pharmaceuticals Holdings,EQUITY,Healthcare,CRBP
Software—Infrastructure,"Yext, Inc.",EQUITY,Technology,YEXT
Biotechnology,"Ardelyx, Inc.",EQUITY,Healthcare,ARDX
Utilities—Renewable,"Energy Vault Holdings, Inc.",EQUITY,Utilities,NRGV
Pharmaceutical Retailers,High Tide Inc.,EQUITY,Healthcare,HITI
Internet Retail,Vipshop Holdings Limited,EQUITY,Consumer Cyclical,VIPS
Information Technology Services,"BigBear.ai, Inc.",EQUITY,Technology,BBAI
Medical Devices,EDAP TMS S.A.,EQUITY,Healthcare,EDAP
Biotechnology,"Protara Therapeutics, Inc.",EQUITY,Healthcare,TARA
Biotechnology,Stealth BioTherapeutics Corp.,EQUITY,Healthcare,MITO
Beverages—Non-Alcoholic,"Celsius Holdings, Inc.",EQUITY,Consumer Defensive,CELH
Shell Companies,PACIFIC VEGAS GLOBAL STRATEGIES,EQUITY,Financial Services,PVEG
Packaged Foods,"Hostess Brands, Inc.",EQUITY,Consumer Defensive,TWNK
Biotechnology,"Moleculin Biotech, Inc.",EQUITY,Healthcare,MBRX
Travel Services,Tuniu Corporation,EQUITY,Consumer Cyclical,TOUR
Utilities—Diversified,JUST ENERGY GROUP INC,EQUITY,Utilities,JE.V
Biotechnology,"IGM Biosciences, Inc.",EQUITY,Healthcare,IGMS
Specialty Retail,EVO TRANSN & ENERGY SVCS INC,EQUITY,Consumer Cyclical,EVOA
Oil & Gas E&P,Indonesia Energy Corporation Li,EQUITY,Energy,INDO
Banks—Regional,Wayne Savings Bancshares Inc.,EQUITY,Financial Services,WAYN
Capital Markets,Bitfarms Ltd.,EQUITY,Financial Services,BITF
Health Information Services,"Schrodinger, Inc.",EQUITY,Healthcare,SDGR
Auto Parts,Adient plc,EQUITY,Consumer Cyclical,ADNT
Health Information Services,Akerna Corp.,EQUITY,Healthcare,KERN
Diagnostics & Research,"IDEXX Laboratories, Inc.",EQUITY,Healthcare,IDXX
Auto Parts,"AEye, Inc.",EQUITY,Consumer Cyclical,LIDR
Apparel Retail,"Rent the Runway, Inc.",EQUITY,Consumer Cyclical,RENT
Semiconductors,"Marvell Technology, Inc.",EQUITY,Technology,MRVL
Asset Management,Great Elm Capital Corp.,EQUITY,Financial Services,GECC
Building Products & Equipment,Carrier Global Corporation,EQUITY,Industrials,CARR
Biotechnology,Omeros Corporation,EQUITY,Healthcare,OMER
Semiconductors,POET Technologies Inc.,EQUITY,Technology,POET
Real Estate Services,Douglas Elliman Inc.,EQUITY,Real Estate,DOUG
Household & Personal Products,"Hims & Hers Health, Inc.",EQUITY,Consumer Defensive,HIMS
Conglomerates,D/B/A Compass Diversified Holdi,EQUITY,Industrials,CODI
Software—Application,"WM Technology, Inc.",EQUITY,Technology,MAPS
REIT—Healthcare Facilities,"Healthpeak Properties, Inc.",EQUITY,Real Estate,PEAK
Electronic Gaming & Multimedia,Zynga Inc.,EQUITY,Communication Services,ZNGA
Software—Infrastructure,Ping Identity Holding Corp.,EQUITY,Technology,PING
Software—Application,Future FinTech Group Inc.,EQUITY,Technology,FTFT
Software—Application,MicroStrategy Incorporated,EQUITY,Technology,MSTR
Asset Management,"Hercules Capital, Inc.",EQUITY,Financial Services,HTGC
Metal Fabrication,LIQUIDMETAL TECHNOLOGIES INC,EQUITY,Industrials,LQMT
Electrical Equipment & Parts,"Ocean Power Technologies, Inc.",EQUITY,Industrials,OPTT
Biotechnology,"Harpoon Therapeutics, Inc.",EQUITY,Healthcare,HARP
Software—Application,WalkMe Ltd.,EQUITY,Technology,WKME
Engineering & Construction,Williams Industrial Services Gr,EQUITY,Industrials,WLMS
Biotechnology,Mesoblast Limited,EQUITY,Healthcare,MESO
Credit Services,Credit Acceptance Corporation,EQUITY,Financial Services,CACC
Consulting Services,"Exponent, Inc.",EQUITY,Industrials,EXPO
Electronic Gaming & Multimedia,Roblox Corporation,EQUITY,Communication Services,RBLX
Utilities—Regulated Gas,Brookfield Infrastructure Partn,EQUITY,Utilities,BIPC
Broadcasting,"Nexstar Media Group, Inc.",EQUITY,Communication Services,NXST
Medical Devices,CALIBER IMAGING & DIAGNOSTICS I,EQUITY,Healthcare,LCDX
Restaurants,"BJ's Restaurants, Inc.",EQUITY,Consumer Cyclical,BJRI
Drug Manufacturers—Specialty & Generic,THC THERAPEUTICS INC,EQUITY,Healthcare,THCT
Medical Devices,"Conformis, Inc.",EQUITY,Healthcare,CFMS
Real Estate Services,IRSA Propiedades Comerciales S.,EQUITY,Real Estate,IRCP
Biotechnology,United Therapeutics Corporation,EQUITY,Healthcare,UTHR
Oil & Gas E&P,"Civitas Resources, Inc.",EQUITY,Energy,CIVI
Mortgage Finance,UWM Holdings Corporation,EQUITY,Financial Services,UWMC
Biotechnology,"BioXcel Therapeutics, Inc.",EQUITY,Healthcare,BTAI
REIT—Diversified,"DigitalBridge Group, Inc.",EQUITY,Real Estate,DBRG
Software—Infrastructure,"AvePoint, Inc.",EQUITY,Technology,AVPT
Trucking,TRANSPORTATION & LOGISTICS SYS ,EQUITY,Industrials,TLSS
Health Information Services,HEALTH DISCOVERY CORPORATION,EQUITY,Healthcare,HDVY
Leisure,Clarus Corporation,EQUITY,Consumer Cyclical,CLAR
Auto Parts,"Aeva Technologies, Inc.",EQUITY,Consumer Cyclical,AEVA
Information Technology Services,"EPAM Systems, Inc.",EQUITY,Technology,EPAM
Electrical Equipment & Parts,"Solid Power, Inc.",EQUITY,Industrials,SLDP
Asset Management,Artisan Partners Asset Manageme,EQUITY,Financial Services,APAM
Biotechnology,"FibroGen, Inc",EQUITY,Healthcare,FGEN
Oil & Gas E&P,"Vivakor, Inc.",EQUITY,Energy,VIVK
Railroads,"Freightcar America, Inc.",EQUITY,Industrials,RAIL
Drug Manufacturers—Specialty & Generic,Cronos Group Inc. Common Share,EQUITY,Healthcare,CRON
Consulting Services,FLOOIDCX CORP,EQUITY,Industrials,FLCX
Biotechnology,Celsion Corporation,EQUITY,Healthcare,CLSN
Biotechnology,"Viracta Therapeutics, Inc.",EQUITY,Healthcare,VIRX
,Capitol Series Trust Fairlead T,EQUITY,,TACK
Biotechnology,REGEN BIOPHARMA INC,EQUITY,Healthcare,RGBP
Biotechnology,"Lexicon Pharmaceuticals, Inc.",EQUITY,Healthcare,LXRX
REIT—Diversified,GADSDEN PROPERTIES INC,EQUITY,Real Estate,GADS
Biotechnology,"Atea Pharmaceuticals, Inc.",EQUITY,Healthcare,AVIR
Software—Infrastructure,Allot Ltd.,EQUITY,Technology,ALLT
Medical Devices,"Acutus Medical, Inc.",EQUITY,Healthcare,AFIB
Electrical Equipment & Parts,OZOP ENERGY SOLUTIONS INC,EQUITY,Industrials,OZSC
Software—Application,Nerdy Inc.,EQUITY,Technology,NRDY
Insurance Brokers,"GoHealth, Inc.",EQUITY,Financial Services,GOCO
Oil & Gas Equipment & Services,"KLX Energy Services Holdings, I",EQUITY,Energy,KLXE
Semiconductors,Silicon Motion Technology Corpo,EQUITY,Technology,SIMO
Internet Retail,"1stdibs.com, Inc.",EQUITY,Consumer Cyclical,DIBS
Shell Companies,Counter Press Acquisition Corporation Class A Ordinary Share,EQUITY,Financial Services,CPAQ
Specialty Chemicals,"Lightwave Logic, Inc.",EQUITY,Basic Materials,LWLG
Internet Content & Information,Phoenix New Media Limited,EQUITY,Communication Services,FENG
Other Industrial Metals & Mining,Americas Gold and Silver Corpor,EQUITY,Basic Materials,USAS
Computer Hardware,"Pure Storage, Inc.",EQUITY,Technology,PSTG
Integrated Freight & Logistics,Expeditors International of Was,EQUITY,Industrials,EXPD
Software—Application,"nCino, Inc.",EQUITY,Technology,NCNO
Semiconductors,Synaptics Incorporated,EQUITY,Technology,SYNA
Biotechnology,Gracell Biotechnologies Inc.,EQUITY,Healthcare,GRCL
Software—Application,"Ebix, Inc.",EQUITY,Technology,EBIX
Specialty Business Services,"Spire Global, Inc.",EQUITY,Industrials,SPIR
Drug Manufacturers—Specialty & Generic,CV SCIENCES INC,EQUITY,Healthcare,CVSI
Electrical Equipment & Parts,"Microvast Holdings, Inc.",EQUITY,Industrials,MVST
Trucking,TFI International Inc.,EQUITY,Industrials,TFII
Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",EQUITY,Industrials,CHRW
Software—Application,"Datadog, Inc.",EQUITY,Technology,DDOG
Biotechnology,BriaCell Therapeutics Corp.,EQUITY,Healthcare,BCTX
Shell Companies,Supernova Partners Acquisition ,EQUITY,Financial Services,SNII
Airlines,JetBlue Airways Corporation,EQUITY,Industrials,JBLU
Biotechnology,"Reata Pharmaceuticals, Inc.",EQUITY,Healthcare,RETA
Diagnostics & Research,"Lantheus Holdings, Inc.",EQUITY,Healthcare,LNTH
Advertising Agencies,Travelzoo,EQUITY,Communication Services,TZOO
Software—Infrastructure,SANTO MINING CORP,EQUITY,Technology,SANP
Capital Markets,"BGC Partners, Inc.",EQUITY,Financial Services,BGCP
Farm Products,"AppHarvest, Inc.",EQUITY,Consumer Defensive,APPH
Software—Application,"Clearwater Analytics Holdings, ",EQUITY,Technology,CWAN
Internet Content & Information,Perion Network Ltd,EQUITY,Communication Services,PERI
Biotechnology,"Albireo Pharma, Inc.",EQUITY,Healthcare,ALBO
Auto Manufacturers,"Tesla, Inc.",EQUITY,Consumer Cyclical,TSLA
Credit Services,Atlanticus Holdings Corporation,EQUITY,Financial Services,ATLC
Software—Infrastructure,"Tenable Holdings, Inc.",EQUITY,Technology,TENB
Education & Training Services,Houghton Mifflin Harcourt Compa,EQUITY,Consumer Defensive,HMHC
Software—Infrastructure,Sangoma Technologies Corporatio,EQUITY,Technology,SANG
Internet Content & Information,"Baidu, Inc.",EQUITY,Communication Services,BIDU
Electrical Equipment & Parts,Expion360 Inc.,EQUITY,Industrials,XPON
Restaurants,CALIFORNIA BEACH RESTAURANTS IN,EQUITY,Consumer Cyclical,CBHR
Specialty Chemicals,FALKEN INDUSTRIES LTD,EQUITY,Basic Materials,FLKI
Oil & Gas Integrated,Equinor ASA,EQUITY,Energy,EQNR
Building Materials,Smith-Midland Corporation,EQUITY,Basic Materials,SMID
Utilities—Diversified,The AES Corporation Corporate,EQUITY,Utilities,AESC
Drug Manufacturers—Specialty & Generic,DURECT Corporation,EQUITY,Healthcare,DRRX
Specialty Retail,"Five Below, Inc.",EQUITY,Consumer Cyclical,FIVE
Software—Application,"Phunware, Inc.",EQUITY,Technology,PHUN
Biotechnology,"Jaguar Health, Inc.",EQUITY,Healthcare,JAGX
Biotechnology,InflaRx N.V.,EQUITY,Healthcare,IFRX
Biotechnology,"VistaGen Therapeutics, Inc.",EQUITY,Healthcare,VTGN
Apparel Manufacturing,Levi Strauss & Co,EQUITY,Consumer Cyclical,LEVI
Biotechnology,"CASI Pharmaceuticals, Inc.",EQUITY,Healthcare,CASI
Aerospace & Defense,RADA Electronic Industries Ltd.,EQUITY,Industrials,RADA
Drug Manufacturers—Specialty & Generic,Akanda Corp.,EQUITY,Healthcare,AKAN
Medical Care Facilities,"Cano Health, Inc.",EQUITY,Healthcare,CANO
Staffing & Employment Services,"Paychex, Inc.",EQUITY,Industrials,PAYX
Building Products & Equipment,"Builders FirstSource, Inc.",EQUITY,Industrials,BLDR
Electrical Equipment & Parts,"Polar Power, Inc.",EQUITY,Industrials,POLA
Farm Products,"Vital Farms, Inc.",EQUITY,Consumer Defensive,VITL
REIT—Diversified,Preferred Apartment Communities,EQUITY,Real Estate,APTS
Electronics & Computer Distribution,Snap One Holdings Corp.,EQUITY,Technology,SNPO
Personal Services,"XpresSpa Group, Inc.",EQUITY,Consumer Cyclical,XSPA
Advertising Agencies,"Direct Digital Holdings, Inc.",EQUITY,Communication Services,DRCT
Biotechnology,Allakos Inc.,EQUITY,Healthcare,ALLK
Oil & Gas E&P,Abraxas Petroleum Corporation,EQUITY,Energy,AXAS
Shell Companies,Blue World Acquisition Corporat,EQUITY,Financial Services,BWAQ
Asset Management,Vinci Partners Investments Ltd.,EQUITY,Financial Services,VINP
Biotechnology,"Heat Biologics, Inc.",EQUITY,Healthcare,HTBX
Drug Manufacturers—Specialty & Generic,"Aquestive Therapeutics, Inc.",EQUITY,Healthcare,AQST
Diagnostics & Research,LumiraDx Limited,EQUITY,Healthcare,LMDX
Communication Equipment,"Sierra Wireless, Inc.",EQUITY,Technology,SWIR
Entertainment,DISH Network Corporation,EQUITY,Communication Services,DISH
Agricultural Inputs,"Marrone Bio Innovations, Inc.",EQUITY,Basic Materials,MBII
Software—Application,"Vacasa, Inc.",EQUITY,Technology,VCSA
Software—Application,"Heartcore Enterprises, Inc.",EQUITY,Technology,HTCR
Telecom Services,ComSovereign Holding Corp.,EQUITY,Communication Services,COMS
Biotechnology,"Acasti Pharma, Inc.",EQUITY,Healthcare,ACST
Biotechnology,"Verastem, Inc.",EQUITY,Healthcare,VSTM
Electronic Gaming & Multimedia,"Avid Technology, Inc.",EQUITY,Communication Services,AVID
Biotechnology,vTv Therapeutics Inc.,EQUITY,Healthcare,VTVT
Biotechnology,Denali Therapeutics Inc.,EQUITY,Healthcare,DNLI
Internet Content & Information,"TrueCar, Inc.",EQUITY,Communication Services,TRUE
Other Industrial Metals & Mining,TEXAS MINERAL RESOURCES CORP,EQUITY,Basic Materials,TMRC
Software—Application,"ANSYS, Inc.",EQUITY,Technology,ANSS
Restaurants,Dutch Bros Inc.,EQUITY,Consumer Cyclical,BROS
Marine Shipping,Grindrod Shipping Holdings Ltd.,EQUITY,Industrials,GRIN
Biotechnology,"Eyenovia, Inc.",EQUITY,Healthcare,EYEN
Medical Instruments & Supplies,"Intuitive Surgical, Inc.",EQUITY,Healthcare,ISRG
Insurance—Property & Casualty,Cincinnati Financial Corporatio,EQUITY,Financial Services,CINF
Biotechnology,Agenus Inc.,EQUITY,Healthcare,AGEN
Biotechnology,"Qualigen Therapeutics, Inc.",EQUITY,Healthcare,QLGN
Asset Management,Oxford Square Capital Corp.,EQUITY,Financial Services,OXSQ
Farm Products,Limoneira Co,EQUITY,Consumer Defensive,LMNR
Internet Content & Information,trivago N.V.,EQUITY,Communication Services,TRVG
Biotechnology,"Seelos Therapeutics, Inc.",EQUITY,Healthcare,SEEL
Footwear & Accessories,"Rocky Brands, Inc.",EQUITY,Consumer Cyclical,RCKY
Information Technology Services,ALTERNET SYSTEMS INC,EQUITY,Technology,ALYI
Information Technology Services,"Usio, Inc.",EQUITY,Technology,USIO
Medical Devices,"Ra Medical Systems, Inc.",EQUITY,Healthcare,RMED
Biotechnology,"Cara Therapeutics, Inc.",EQUITY,Healthcare,CARA
Diagnostics & Research,Exact Sciences Corporation,EQUITY,Healthcare,EXAS
REIT—Retail,Wheeler Real Estate Investment ,EQUITY,Real Estate,WHLR
Biotechnology,Ligand Pharmaceuticals Incorpor,EQUITY,Healthcare,LGND
Solar,FERNHILL CORP,EQUITY,Technology,FERN
Biotechnology,"Rezolute, Inc.",EQUITY,Healthcare,RZLT
Software—Application,"Forge Global Holdings, Inc.",EQUITY,Technology,FRGE
Biotechnology,"Vyant Bio, Inc.",EQUITY,Healthcare,VYNT
Auto & Truck Dealerships,"RumbleOn, Inc.",EQUITY,Consumer Cyclical,RMBL
Software—Application,"Workday, Inc.",EQUITY,Technology,WDAY
Specialty Business Services,Atento S.A.,EQUITY,Industrials,ATTO
Electronic Gaming & Multimedia,"Activision Blizzard, Inc",EQUITY,Communication Services,ATVI
Oil & Gas Equipment & Services,DMC Global Inc.,EQUITY,Energy,BOOM
Health Information Services,Sema4 Holdings Corp.,EQUITY,Healthcare,SMFR
Solar,Sunnova Energy International In,EQUITY,Technology,NOVA
Biotechnology,"Alector, Inc.",EQUITY,Healthcare,ALEC
Building Products & Equipment,"Aspen Aerogels, Inc.",EQUITY,Industrials,ASPN
Biotechnology,"Statera Biopharma, Inc.",EQUITY,Healthcare,STAB
Oil & Gas Equipment & Services,"U.S. Well Services, Inc.",EQUITY,Energy,USWS
Internet Retail,BLUESTEM GROUP INC,EQUITY,Consumer Cyclical,BGRP
Utilities—Renewable,"Altus Power, Inc.",EQUITY,Utilities,AMPS
Travel Services,"Airbnb, Inc.",EQUITY,Consumer Cyclical,ABNB
Medical Instruments & Supplies,"Avinger, Inc.",EQUITY,Healthcare,AVGR
Biotechnology,"Opiant Pharmaceuticals, Inc.",EQUITY,Healthcare,OPNT
Biotechnology,Applied Genetic Technologies Co,EQUITY,Healthcare,AGTC
Gambling,Super Group (SGHC) Limited,EQUITY,Consumer Cyclical,SGHC
Specialty Industrial Machinery,Greenland Technologies Holding ,EQUITY,Industrials,GTEC
Apparel Manufacturing,"FIGS, Inc.",EQUITY,Consumer Cyclical,FIGS
Communication Equipment,"Amplitech Group, Inc.",EQUITY,Technology,AMPG
Consumer Electronics,"Sonos, Inc.",EQUITY,Technology,SONO
Luxury Goods,"The RealReal, Inc.",EQUITY,Consumer Cyclical,REAL
Semiconductor Equipment & Materials,Atomera Incorporated,EQUITY,Technology,ATOM
Diagnostics & Research,Twist Bioscience Corporation,EQUITY,Healthcare,TWST
Apparel Retail,"Allbirds, Inc.",EQUITY,Consumer Cyclical,BIRD
Asset Management,BlackRock Capital Investment Co,EQUITY,Financial Services,BKCC
Internet Content & Information,Twilio Inc.,EQUITY,Communication Services,TWLO
Software—Infrastructure,"DigitalOcean Holdings, Inc.",EQUITY,Technology,DOCN
Education & Training Services,Skillsoft Corp.,EQUITY,Consumer Defensive,SKIL
Specialty Retail,"Barnes & Noble Education, Inc",EQUITY,Consumer Cyclical,BNED
Food Distribution,US Foods Holding Corp.,EQUITY,Consumer Defensive,USFD
Biotechnology,VYNE Therapeutics Inc.,EQUITY,Healthcare,VYNE
Medical Devices,"Second Sight Medical Products, ",EQUITY,Healthcare,EYES
Biotechnology,"Cerevel Therapeutics Holdings, ",EQUITY,Healthcare,CERE
Oil & Gas E&P,Coterra Energy Inc.,EQUITY,Energy,CTRA
Oil & Gas Equipment & Services,Liberty Oilfield Services Inc.,EQUITY,Energy,LBRT
Communication Equipment,Infinera Corporation,EQUITY,Technology,INFN
Biotechnology,Repare Therapeutics Inc.,EQUITY,Healthcare,RPTX
Utilities—Renewable,"Heliogen, Inc.",EQUITY,Utilities,HLGN
Oil & Gas E&P,Houston American Energy Corpora,EQUITY,Energy,HUSA
Aerospace & Defense,Vertical Aerospace Ltd.,EQUITY,Industrials,EVTL
Biotechnology,Exscientia Plc,EQUITY,Healthcare,EXAI
Consumer Electronics,Apple Inc.,EQUITY,Technology,AAPL
Oil & Gas Midstream,Navigator Holdings Ltd.,EQUITY,Energy,NVGS
REIT—Diversified,VICI Properties Inc.,EQUITY,Real Estate,VICI
Insurance Brokers,Huize Holding Limited,EQUITY,Financial Services,HUIZ
Shell Companies,Omega Alpha SPAC,EQUITY,Financial Services,OMEG
Biotechnology,Tiziana Life Sciences Ltd,EQUITY,Healthcare,TLSA
Electrical Equipment & Parts,INTERACT HOLDINGS GROUP INC,EQUITY,Industrials,IHGP
Software—Application,MCAP INC,EQUITY,Technology,MCAP
Software—Infrastructure,Ipsidy Inc.,EQUITY,Technology,AUID
Biotechnology,"AVEO Pharmaceuticals, Inc.",EQUITY,Healthcare,AVEO
Medical Devices,"Owlet, Inc.",EQUITY,Healthcare,OWLT
Entertainment,"BuzzFeed, Inc.",EQUITY,Communication Services,BZFD
Scientific & Technical Instruments,"Velodyne Lidar, Inc.",EQUITY,Technology,VLDR
Biotechnology,"Voyager Therapeutics, Inc.",EQUITY,Healthcare,VYGR
Biotechnology,"Artelo Biosciences, Inc.",EQUITY,Healthcare,ARTL
Mortgage Finance,Mr. Cooper Group Inc.,EQUITY,Financial Services,COOP
Solar,VivoPower International PLC,EQUITY,Technology,VVPR
Drug Manufacturers—Specialty & Generic,NORTH AMERICAN CANNABIS HLDGS I,EQUITY,Healthcare,USMJ
REIT—Mortgage,"Blackstone Mortgage Trust, Inc.",EQUITY,Real Estate,BXMT
Tobacco,"22nd Century Group, Inc",EQUITY,Consumer Defensive,XXII
Pollution & Treatment Controls,"Advanced Emissions Solutions, I",EQUITY,Industrials,ADES
Biotechnology,INmune Bio Inc.,EQUITY,Healthcare,INMB
Software—Infrastructure,"Net 1 UEPS Technologies, Inc.",EQUITY,Technology,UEPS
Entertainment,"Genius Brands International, In",EQUITY,Communication Services,GNUS
Healthcare Plans,"Anthem, Inc.",EQUITY,Healthcare,ANTM
Electronic Components,"SigmaTron International, Inc.",EQUITY,Technology,SGMA
Beverages—Non-Alcoholic,Monster Beverage Corporation,EQUITY,Consumer Defensive,MNST
Aerospace & Defense,Lilium N.V.,EQUITY,Industrials,LILM
Biotechnology,"Eton Pharmaceuticals, Inc.",EQUITY,Healthcare,ETON
Oil & Gas Equipment & Services,"Superior Drilling Products, Inc",EQUITY,Energy,SDPI
Software—Application,"Creative Realities, Inc.",EQUITY,Technology,CREX
Semiconductors,"Applied Optoelectronics, Inc.",EQUITY,Technology,AAOI
Oil & Gas Refining & Marketing,METHES ENERGIES INTERNATIONAL L,EQUITY,Energy,MEIL
Health Information Services,"Privia Health Group, Inc.",EQUITY,Healthcare,PRVA
Oil & Gas E&P,ERHC ENERGY INC,EQUITY,Energy,ERHE
Beverages—Non-Alcoholic,Zevia PBC,EQUITY,Consumer Defensive,ZVIA
Shell Companies,Ault Disruptive Technologies Co,EQUITY,Financial Services,ADRT
Medical Devices,Varex Imaging Corporation,EQUITY,Healthcare,VREX
REIT—Mortgage,Broadmark Realty Capital Inc.,EQUITY,Real Estate,BRMK
Gold,Sandstorm Gold Ltd.,EQUITY,Basic Materials,SAND
Biotechnology,"Pluristem Therapeutics, Inc.",EQUITY,Healthcare,PSTI
Software—Infrastructure,"Couchbase, Inc.",EQUITY,Technology,BASE
Medical Instruments & Supplies,Stevanato Group S.p.A.,EQUITY,Healthcare,STVN
Recreational Vehicles,LCI Industries,EQUITY,Consumer Cyclical,LCII
Software—Infrastructure,Cognyte Software Ltd.,EQUITY,Technology,CGNT
Biotechnology,"Selecta Biosciences, Inc.",EQUITY,Healthcare,SELB
Packaged Foods,The Very Good Food Company Inc.,EQUITY,Consumer Defensive,VGFC
Oil & Gas Midstream,"Shell Midstream Partners, L.P.",EQUITY,Energy,SHLX
Medical Devices,"Surgalign Holdings, Inc.",EQUITY,Healthcare,SRGA
Semiconductor Equipment & Materials,Lam Research Corporation,EQUITY,Technology,LRCX
Biotechnology,"Caribou Biosciences, Inc.",EQUITY,Healthcare,CRBU
Trucking,"Saia, Inc.",EQUITY,Industrials,SAIA
Internet Content & Information,"Match Group, Inc.",EQUITY,Communication Services,MTCH
Auto Parts,Westport Fuel Systems Inc,EQUITY,Consumer Cyclical,WPRT
Packaged Foods,BRC Inc.,EQUITY,Consumer Defensive,BRCC
Banks—Regional,CALIFORNIA BUSINESS BK LOS ANGE,EQUITY,Financial Services,CABB
Biotechnology,Can-Fite Biopharma Ltd Sponsore,EQUITY,Healthcare,CANF
Shell Companies,DIVIDE DRIVES INC,EQUITY,Financial Services,DVDR
Auto Parts,"Kandi Technologies Group, Inc.",EQUITY,Consumer Cyclical,KNDI
Computer Hardware,Ebang International Holdings In,EQUITY,Technology,EBON
Specialty Industrial Machinery,SPX Corporation,EQUITY,Industrials,SPXC
Airlines,"Spirit Airlines, Inc.",EQUITY,Industrials,SAVE
Food Distribution,"The Andersons, Inc.",EQUITY,Consumer Defensive,ANDE
Real Estate Services,Redfin Corporation,EQUITY,Real Estate,RDFN
Marine Shipping,Star Bulk Carriers Corp.,EQUITY,Industrials,SBLK
Asset Management,Capital Southwest Corporation,EQUITY,Financial Services,CSWC
Apparel Retail,"Shoe Carnival, Inc.",EQUITY,Consumer Cyclical,SCVL
Farm & Heavy Construction Machinery,"Art's-Way Manufacturing Co., In",EQUITY,Industrials,ARTW
